,url,section,title,year,type,author
0,https://mindmodeling.org/cogsci2010/papers/0001/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Wild Systems Theory: Overcoming the Computational-Ecological Divide,2010,talk,"Jordan, Jerome Scott"
1,https://mindmodeling.org/cogsci2010/papers/0002/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Framing and Resource Activation: Bridging the Cognitive-Situative Divide Using a Dynamic Unit of Cognitive Analysis,2010,talk,"Conlin, Luke"
1,https://mindmodeling.org/cogsci2010/papers/0002/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Framing and Resource Activation: Bridging the Cognitive-Situative Divide Using a Dynamic Unit of Cognitive Analysis,2010,talk,"Gupta, Ayush"
1,https://mindmodeling.org/cogsci2010/papers/0002/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Framing and Resource Activation: Bridging the Cognitive-Situative Divide Using a Dynamic Unit of Cognitive Analysis,2010,talk,"Hammer, David"
2,https://mindmodeling.org/cogsci2010/papers/0003/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Modeling Personality and Individual Differences: The Approach-Avoid-Conflict Triad,2010,talk,"Fua, Karl"
2,https://mindmodeling.org/cogsci2010/papers/0003/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Modeling Personality and Individual Differences: The Approach-Avoid-Conflict Triad,2010,talk,"Revelle, William"
2,https://mindmodeling.org/cogsci2010/papers/0003/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Modeling Personality and Individual Differences: The Approach-Avoid-Conflict Triad,2010,talk,"Ortony, Andrew"
3,https://mindmodeling.org/cogsci2010/papers/0004/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Understanding the Brain as an Endogenously Active Mechanism,2010,talk,"Bechtel, William"
3,https://mindmodeling.org/cogsci2010/papers/0004/index.html,"Foundations: Steps to Unification (10:30, Thu Aug 12)",Understanding the Brain as an Endogenously Active Mechanism,2010,talk,"Abrahamsen, Adele"
4,https://mindmodeling.org/cogsci2010/papers/0005/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Likability-Based Genres: Analysis and Evaluation of the Netflix Dataset,2010,talk,"Olney, Andrew"
5,https://mindmodeling.org/cogsci2010/papers/0006/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Constructing Typing-Time Corpora: A New Way to Answer Old Questions,2010,talk,"Priva, Uriel Cohen"
6,https://mindmodeling.org/cogsci2010/papers/0007/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Large-Scale Acquisition of Feature-Based Conceptual Representations from Textual Corpora,2010,talk,"Devereux, Barry"
6,https://mindmodeling.org/cogsci2010/papers/0007/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Large-Scale Acquisition of Feature-Based Conceptual Representations from Textual Corpora,2010,talk,"Pilkington, Nicholas"
6,https://mindmodeling.org/cogsci2010/papers/0007/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Large-Scale Acquisition of Feature-Based Conceptual Representations from Textual Corpora,2010,talk,"Poibeau, Thierry"
6,https://mindmodeling.org/cogsci2010/papers/0007/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Large-Scale Acquisition of Feature-Based Conceptual Representations from Textual Corpora,2010,talk,"Korhonen, Anna"
7,https://mindmodeling.org/cogsci2010/papers/0008/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Are Random Representations Accurate Approximations of Lexical Semantics?,2010,talk,"Johns, Brendan"
7,https://mindmodeling.org/cogsci2010/papers/0008/index.html,"Language: Novel Approaches (10:30, Thu Aug 12)",Are Random Representations Accurate Approximations of Lexical Semantics?,2010,talk,"Jones, Michael"
8,https://mindmodeling.org/cogsci2010/papers/0009/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)",A Neural Model of Rule Generation in Inductive Reasoning,2010,talk,"Rasmussen, Daniel"
8,https://mindmodeling.org/cogsci2010/papers/0009/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)",A Neural Model of Rule Generation in Inductive Reasoning,2010,talk,"Eliasmith, Chris"
9,https://mindmodeling.org/cogsci2010/papers/0010/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)",The Effects of Domain and Type of Knowledge on Category-Based Inductive Reasoning,2010,talk,"Crisp-Bright, Aimée Kay"
9,https://mindmodeling.org/cogsci2010/papers/0010/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)",The Effects of Domain and Type of Knowledge on Category-Based Inductive Reasoning,2010,talk,"Feeney, Aidan"
10,https://mindmodeling.org/cogsci2010/papers/0011/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)",Learning hypothesis spaces and dimensions through concept learning,2010,talk,"Austerweil, Joseph"
10,https://mindmodeling.org/cogsci2010/papers/0011/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)",Learning hypothesis spaces and dimensions through concept learning,2010,talk,"Griffiths, Thomas"
11,https://mindmodeling.org/cogsci2010/papers/0012/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)","The Role of ""Explaining Away"" in Human Abstract Rule Induction",2010,talk,"Dawson, Colin"
11,https://mindmodeling.org/cogsci2010/papers/0012/index.html,"Induction: Basic Processes (10:30, Thu Aug 12)","The Role of ""Explaining Away"" in Human Abstract Rule Induction",2010,talk,"Gerken, Louann"
12,https://mindmodeling.org/cogsci2010/papers/0013/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",An Analysis of the Working Memory Capacity Paradox,2010,talk,"Davelaar, Eddy"
13,https://mindmodeling.org/cogsci2010/papers/0014/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Working Memory Load Affects Device-Specific but Not Task-Specific Error Rates,2010,talk,"Ament, Maartje"
13,https://mindmodeling.org/cogsci2010/papers/0014/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Working Memory Load Affects Device-Specific but Not Task-Specific Error Rates,2010,talk,"Cox, Anna"
13,https://mindmodeling.org/cogsci2010/papers/0014/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Working Memory Load Affects Device-Specific but Not Task-Specific Error Rates,2010,talk,"Blandford, Ann"
13,https://mindmodeling.org/cogsci2010/papers/0014/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Working Memory Load Affects Device-Specific but Not Task-Specific Error Rates,2010,talk,"Brumby, Duncan"
14,https://mindmodeling.org/cogsci2010/papers/0015/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",An examination of the ERP correlates of recognition memory using state-trace analysis.,2010,talk,"Freeman, Emily"
14,https://mindmodeling.org/cogsci2010/papers/0015/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",An examination of the ERP correlates of recognition memory using state-trace analysis.,2010,talk,"Dennis, Simon"
14,https://mindmodeling.org/cogsci2010/papers/0015/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",An examination of the ERP correlates of recognition memory using state-trace analysis.,2010,talk,"Dunn, John"
15,https://mindmodeling.org/cogsci2010/papers/0016/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Modeling Change in Recognition Bias with the Progression of Alzheimers,2010,talk,"Pooley, James"
15,https://mindmodeling.org/cogsci2010/papers/0016/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Modeling Change in Recognition Bias with the Progression of Alzheimers,2010,talk,"Lee, Michael"
15,https://mindmodeling.org/cogsci2010/papers/0016/index.html,"Cognitive Architecture: Central Processing (10:30, Thu Aug 12)",Modeling Change in Recognition Bias with the Progression of Alzheimers,2010,talk,"Shankle, William"
16,https://mindmodeling.org/cogsci2010/papers/0017/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)","Context, Syntactic Priming, and Referential Form in an Interactive Dialogue Task: Implications for Models of Alignment",2010,talk,"Carbary, Kathleen"
16,https://mindmodeling.org/cogsci2010/papers/0017/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)","Context, Syntactic Priming, and Referential Form in an Interactive Dialogue Task: Implications for Models of Alignment",2010,talk,"Frohning, Ellen"
16,https://mindmodeling.org/cogsci2010/papers/0017/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)","Context, Syntactic Priming, and Referential Form in an Interactive Dialogue Task: Implications for Models of Alignment",2010,talk,"Tanenhaus, Michael"
17,https://mindmodeling.org/cogsci2010/papers/0018/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Converging Hands or Converging Minds?,2010,talk,"Mol, Lisette"
17,https://mindmodeling.org/cogsci2010/papers/0018/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Converging Hands or Converging Minds?,2010,talk,"Krahmer, Emiel"
17,https://mindmodeling.org/cogsci2010/papers/0018/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Converging Hands or Converging Minds?,2010,talk,"Maes, Alfons"
17,https://mindmodeling.org/cogsci2010/papers/0018/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Converging Hands or Converging Minds?,2010,talk,"Swerts, Marc"
18,https://mindmodeling.org/cogsci2010/papers/0019/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Vocal Interaction Dynamics of Children With and Without Autism,2010,talk,"Warlaumont, Anne S."
18,https://mindmodeling.org/cogsci2010/papers/0019/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Vocal Interaction Dynamics of Children With and Without Autism,2010,talk,"Oller, D. Kimbrough"
18,https://mindmodeling.org/cogsci2010/papers/0019/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Vocal Interaction Dynamics of Children With and Without Autism,2010,talk,"Dale, Rick"
18,https://mindmodeling.org/cogsci2010/papers/0019/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Vocal Interaction Dynamics of Children With and Without Autism,2010,talk,"Richards, Jeffrey A."
18,https://mindmodeling.org/cogsci2010/papers/0019/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Vocal Interaction Dynamics of Children With and Without Autism,2010,talk,"Gilkerson, Jill"
18,https://mindmodeling.org/cogsci2010/papers/0019/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Vocal Interaction Dynamics of Children With and Without Autism,2010,talk,"Xu, Dongxin"
19,https://mindmodeling.org/cogsci2010/papers/0020/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Virtually accommodating:  Speech rate accommodation to a virtual interlocutor.,2010,talk,"Casasanto, Laura Staum"
19,https://mindmodeling.org/cogsci2010/papers/0020/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Virtually accommodating:  Speech rate accommodation to a virtual interlocutor.,2010,talk,"Jasmin, Kyle"
19,https://mindmodeling.org/cogsci2010/papers/0020/index.html,"Social Cognition: Alignment in Dialogue (10:30, Thu Aug 12)",Virtually accommodating:  Speech rate accommodation to a virtual interlocutor.,2010,talk,"Casasanto, Daniel"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Honwad, Sameer"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Hmelo-Silver, Cindy"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Jordan, Rebecca"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Eberbach, Catherine"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Gray, Steven"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Sinha, Suparna"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Goel, Ashok"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Vattam, Swaroop"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Rugaber, Spencer"
20,https://mindmodeling.org/cogsci2010/papers/0021/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Connecting the Visible to the Invisible: Helping Middle School Students Understand Complex Ecosystem Processes.,2010,talk,"Joyner, David"
21,https://mindmodeling.org/cogsci2010/papers/0022/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Response Times and Misconception-like Responses to Science Questions,2010,talk,"Heckler, Andrew"
21,https://mindmodeling.org/cogsci2010/papers/0022/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Response Times and Misconception-like Responses to Science Questions,2010,talk,"Scaife, Thomas"
21,https://mindmodeling.org/cogsci2010/papers/0022/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Response Times and Misconception-like Responses to Science Questions,2010,talk,"Sayre, Eleanor"
22,https://mindmodeling.org/cogsci2010/papers/0023/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Effects of Problem Context on Strategy Use within Functional Thinking,2010,talk,"McEldoon, Katherine"
22,https://mindmodeling.org/cogsci2010/papers/0023/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Effects of Problem Context on Strategy Use within Functional Thinking,2010,talk,"Cochrane-Braswell, Caroline"
22,https://mindmodeling.org/cogsci2010/papers/0023/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",Effects of Problem Context on Strategy Use within Functional Thinking,2010,talk,"Rittle-Johnson, Bethany"
23,https://mindmodeling.org/cogsci2010/papers/0024/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",The Application of the Less is More Hypothesis in Foreign Language Learning,2010,talk,"Chin, Simone"
23,https://mindmodeling.org/cogsci2010/papers/0024/index.html,"Education: Knowledge and Strategies (10:30, Thu Aug 12)",The Application of the Less is More Hypothesis in Foreign Language Learning,2010,talk,"Kersten, Alan"
24,https://mindmodeling.org/cogsci2010/papers/0025/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Are People Successful at Learning Sequential Decisions on a Perceptual Matching Task?,2010,talk,"Yakushijin, Reiko"
24,https://mindmodeling.org/cogsci2010/papers/0025/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Are People Successful at Learning Sequential Decisions on a Perceptual Matching Task?,2010,talk,"Jacobs, Robert"
25,https://mindmodeling.org/cogsci2010/papers/0026/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",The Impact of Perceptual Aliasing on Exploration and Learning in a Dynamic Decision Making Task,2010,talk,"Zaval, Lisa"
25,https://mindmodeling.org/cogsci2010/papers/0026/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",The Impact of Perceptual Aliasing on Exploration and Learning in a Dynamic Decision Making Task,2010,talk,"Gureckis, Todd"
26,https://mindmodeling.org/cogsci2010/papers/0027/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Human foraging behavior: A virtual reality investigation on area restricted search in humans,2010,talk,"Kalff, Christopher"
26,https://mindmodeling.org/cogsci2010/papers/0027/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Human foraging behavior: A virtual reality investigation on area restricted search in humans,2010,talk,"Hills, Thomas"
26,https://mindmodeling.org/cogsci2010/papers/0027/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Human foraging behavior: A virtual reality investigation on area restricted search in humans,2010,talk,"Wiener, Jan"
27,https://mindmodeling.org/cogsci2010/papers/0028/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Learning in Multiple-cue Judgment Tasks,2010,talk,"von Helversen, Bettina"
27,https://mindmodeling.org/cogsci2010/papers/0028/index.html,"Decision Making: Sequential Choices (10:30, Thu Aug 12)",Learning in Multiple-cue Judgment Tasks,2010,talk,"Rieskamp, Joerg"
28,https://mindmodeling.org/cogsci2010/papers/0029/index.html,"Symposium: Success in Theory of Mind (10:30, Thu Aug 12)",Success in Theory of Mind,2010,symposium,"Scott, Rose"
28,https://mindmodeling.org/cogsci2010/papers/0029/index.html,"Symposium: Success in Theory of Mind (10:30, Thu Aug 12)",Success in Theory of Mind,2010,symposium,"Petrashek, Adam"
28,https://mindmodeling.org/cogsci2010/papers/0029/index.html,"Symposium: Success in Theory of Mind (10:30, Thu Aug 12)",Success in Theory of Mind,2010,symposium,"Goodman, Noah"
28,https://mindmodeling.org/cogsci2010/papers/0029/index.html,"Symposium: Success in Theory of Mind (10:30, Thu Aug 12)",Success in Theory of Mind,2010,symposium,"Saxe, Rebecca"
28,https://mindmodeling.org/cogsci2010/papers/0029/index.html,"Symposium: Success in Theory of Mind (10:30, Thu Aug 12)",Success in Theory of Mind,2010,symposium,"Baillargeon, Renee"
28,https://mindmodeling.org/cogsci2010/papers/0029/index.html,"Symposium: Success in Theory of Mind (10:30, Thu Aug 12)",Success in Theory of Mind,2010,symposium,"Friedman, Ori"
29,https://mindmodeling.org/cogsci2010/papers/0030/index.html,"Foundations: Representation (12:00, Thu Aug 12)",Disentangling Representation from Conceptualisation,2010,talk,"Salay, Nancy"
30,https://mindmodeling.org/cogsci2010/papers/0031/index.html,"Foundations: Representation (12:00, Thu Aug 12)","Thought, Language and Mental Representation",2010,talk,"Trigg, Jonathan"
30,https://mindmodeling.org/cogsci2010/papers/0031/index.html,"Foundations: Representation (12:00, Thu Aug 12)","Thought, Language and Mental Representation",2010,talk,"Kalish, Michael"
31,https://mindmodeling.org/cogsci2010/papers/0032/index.html,"Foundations: Representation (12:00, Thu Aug 12)",What Is Domain Specificity (and Why Does It Matter)?,2010,talk,"Khalidi, Muhammad Ali"
32,https://mindmodeling.org/cogsci2010/papers/0033/index.html,"Foundations: Representation (12:00, Thu Aug 12)",Cognition for action: an architectural account for grounded interaction,2010,talk,"Harrison, Anthony"
32,https://mindmodeling.org/cogsci2010/papers/0033/index.html,"Foundations: Representation (12:00, Thu Aug 12)",Cognition for action: an architectural account for grounded interaction,2010,talk,"Trafton, J. Gregory"
33,https://mindmodeling.org/cogsci2010/papers/0034/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",The avoidance of ambiguity during conversation: More than mere priming or mimicry?,2010,talk,"Roche, Jennifer M."
33,https://mindmodeling.org/cogsci2010/papers/0034/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",The avoidance of ambiguity during conversation: More than mere priming or mimicry?,2010,talk,"Dale, Rick"
33,https://mindmodeling.org/cogsci2010/papers/0034/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",The avoidance of ambiguity during conversation: More than mere priming or mimicry?,2010,talk,"Kreuz, Roger"
34,https://mindmodeling.org/cogsci2010/papers/0035/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Syntax Drives Phonological Choice - Even Independently of Word Choice,2010,talk,"Nilsenova, Marie"
34,https://mindmodeling.org/cogsci2010/papers/0035/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Syntax Drives Phonological Choice - Even Independently of Word Choice,2010,talk,"van Amelsvoort, Marije"
35,https://mindmodeling.org/cogsci2010/papers/0036/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Corpus Evidence for Age Effects on Priming in Child Language,2010,talk,"Gerard, Jeffrey"
35,https://mindmodeling.org/cogsci2010/papers/0036/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Corpus Evidence for Age Effects on Priming in Child Language,2010,talk,"Keller, Frank"
35,https://mindmodeling.org/cogsci2010/papers/0036/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Corpus Evidence for Age Effects on Priming in Child Language,2010,talk,"Palpanas, Themis"
36,https://mindmodeling.org/cogsci2010/papers/0037/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Understanding acceptability judgments: Additivity and working memory effects,2010,talk,"Casasanto, Laura Staum"
36,https://mindmodeling.org/cogsci2010/papers/0037/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Understanding acceptability judgments: Additivity and working memory effects,2010,talk,"Hofmeister, Philip"
36,https://mindmodeling.org/cogsci2010/papers/0037/index.html,"Language: Role of Syntax (12:00, Thu Aug 12)",Understanding acceptability judgments: Additivity and working memory effects,2010,talk,"Sag, Ivan"
37,https://mindmodeling.org/cogsci2010/papers/0038/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",The Role of Linguistic Labels in Categorization,2010,talk,"Deng, Sophia"
37,https://mindmodeling.org/cogsci2010/papers/0038/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",The Role of Linguistic Labels in Categorization,2010,talk,"Sloutsky, Vladimir"
38,https://mindmodeling.org/cogsci2010/papers/0039/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",The Price is Right: A High Information Access Cost Facilitates Category Learning,2010,talk,"Wood, Michael"
38,https://mindmodeling.org/cogsci2010/papers/0039/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",The Price is Right: A High Information Access Cost Facilitates Category Learning,2010,talk,"Fry, Michael"
38,https://mindmodeling.org/cogsci2010/papers/0039/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",The Price is Right: A High Information Access Cost Facilitates Category Learning,2010,talk,"Blair, Mark"
39,https://mindmodeling.org/cogsci2010/papers/0040/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",Effects of generative and discriminative learning on use of category variability,2010,talk,"Hsu, Anne"
39,https://mindmodeling.org/cogsci2010/papers/0040/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",Effects of generative and discriminative learning on use of category variability,2010,talk,"Griffiths, Thomas"
40,https://mindmodeling.org/cogsci2010/papers/0041/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",Category Learning Through Active Sampling,2010,talk,"Markant, Doug"
40,https://mindmodeling.org/cogsci2010/papers/0041/index.html,"Induction: Facilitating Factors (12:00, Thu Aug 12)",Category Learning Through Active Sampling,2010,talk,"Gureckis, Todd"
41,https://mindmodeling.org/cogsci2010/papers/0042/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",SARKAE - Modeling the Co-Evolution of Event Memory and Knowledge,2010,talk,"Nelson, Angela"
41,https://mindmodeling.org/cogsci2010/papers/0042/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",SARKAE - Modeling the Co-Evolution of Event Memory and Knowledge,2010,talk,"Shiffrin, Richard"
42,https://mindmodeling.org/cogsci2010/papers/0043/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",Looking at Nothing Indicates Memory Search in Multiattribute Decision Making,2010,talk,"Renkewitz, Frank"
42,https://mindmodeling.org/cogsci2010/papers/0043/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",Looking at Nothing Indicates Memory Search in Multiattribute Decision Making,2010,talk,"Jahn, Georg"
43,https://mindmodeling.org/cogsci2010/papers/0044/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",Motor Simulation in a Memory Task: Evidence from Rock Climbing,2010,talk,"Pezzulo, Giovanni"
43,https://mindmodeling.org/cogsci2010/papers/0044/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",Motor Simulation in a Memory Task: Evidence from Rock Climbing,2010,talk,"Barca, Laura"
43,https://mindmodeling.org/cogsci2010/papers/0044/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",Motor Simulation in a Memory Task: Evidence from Rock Climbing,2010,talk,"Bocconi, Alessandro Lamberti"
43,https://mindmodeling.org/cogsci2010/papers/0044/index.html,"Cognitive Architecture: Encoding & Retrieval (12:00, Thu Aug 12)",Motor Simulation in a Memory Task: Evidence from Rock Climbing,2010,talk,"Borghi, Anna M."
44,https://mindmodeling.org/cogsci2010/papers/0045/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Enactive Social Cognition,2010,talk,"Schlicht, Tobias"
45,https://mindmodeling.org/cogsci2010/papers/0046/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Building a Model of Infant Social Interaction,2010,talk,"Lewis, Joshua"
45,https://mindmodeling.org/cogsci2010/papers/0046/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Building a Model of Infant Social Interaction,2010,talk,"Deák, Gedeon"
45,https://mindmodeling.org/cogsci2010/papers/0046/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Building a Model of Infant Social Interaction,2010,talk,"Jasso, Hector"
45,https://mindmodeling.org/cogsci2010/papers/0046/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Building a Model of Infant Social Interaction,2010,talk,"Triesch, Jochen"
46,https://mindmodeling.org/cogsci2010/papers/0047/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",The Emergence of Referential Gaze and Perspective-taking in Infants,2010,talk,"Jao, R. Joanne"
46,https://mindmodeling.org/cogsci2010/papers/0047/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",The Emergence of Referential Gaze and Perspective-taking in Infants,2010,talk,"Robledo, Marybel"
46,https://mindmodeling.org/cogsci2010/papers/0047/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",The Emergence of Referential Gaze and Perspective-taking in Infants,2010,talk,"Deák, Gedeon"
47,https://mindmodeling.org/cogsci2010/papers/0048/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Joint perception: gaze and beliefs about social context,2010,talk,"Richardson, Daniel"
47,https://mindmodeling.org/cogsci2010/papers/0048/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Joint perception: gaze and beliefs about social context,2010,talk,"Street, Chris"
47,https://mindmodeling.org/cogsci2010/papers/0048/index.html,"Social Cognition: Joint Attention (12:00, Thu Aug 12)",Joint perception: gaze and beliefs about social context,2010,talk,"Tan, Joanne"
48,https://mindmodeling.org/cogsci2010/papers/0049/index.html,"Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Teaching Students Self-Assessment and Task-Selection Skills with Video-Based Modeling Examples,2010,talk,"van Gog, Tamara"
48,https://mindmodeling.org/cogsci2010/papers/0049/index.html,"Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Teaching Students Self-Assessment and Task-Selection Skills with Video-Based Modeling Examples,2010,talk,"Kostons, Danny"
48,https://mindmodeling.org/cogsci2010/papers/0049/index.html,"Education: Meta-Cognitive Aspects (12:00, Thu Aug 12)",Teaching Students Self-Assessment and Task-Selection Skills with Video-Based Modeling Examples,2010,talk,"Paas, Fred"
