,url,section,title,year,type,author
401,https://mindmodeling.org/cogsci2010/papers/0402/index.html,"Poster Session 2 (18:30, Fri Aug 13)","The Origins of Collective Overvaluation: Irrational exuberance emerges from simple, honest and rational individual behavior",2010,poster,"Aktipis, C. Athena"
402,https://mindmodeling.org/cogsci2010/papers/0403/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A category theory explanation for systematicity,2010,poster,"Phillips, Steven"
402,https://mindmodeling.org/cogsci2010/papers/0403/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A category theory explanation for systematicity,2010,poster,"Wilson, William"
403,https://mindmodeling.org/cogsci2010/papers/0404/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Effect of Word-internal Properties on Syntactic Categorization: A Computational Modeling Approach,2010,poster,"Asr, Fatemeh Torabi"
403,https://mindmodeling.org/cogsci2010/papers/0404/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Effect of Word-internal Properties on Syntactic Categorization: A Computational Modeling Approach,2010,poster,"Fazly, Afsaneh"
403,https://mindmodeling.org/cogsci2010/papers/0404/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Effect of Word-internal Properties on Syntactic Categorization: A Computational Modeling Approach,2010,poster,"Azimifar, Zohreh"
404,https://mindmodeling.org/cogsci2010/papers/0405/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Multiple-choice testing can improve the retention of nontested related information,2010,poster,"Little, Jeri"
404,https://mindmodeling.org/cogsci2010/papers/0405/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Multiple-choice testing can improve the retention of nontested related information,2010,poster,"Bjork, Elizabeth Ligon"
405,https://mindmodeling.org/cogsci2010/papers/0406/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Holographic stimulus representation and judgement of grammaticality in an exemplar model: Combining item and serial-order information,2010,poster,"Jamieson, Randall K."
405,https://mindmodeling.org/cogsci2010/papers/0406/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Holographic stimulus representation and judgement of grammaticality in an exemplar model: Combining item and serial-order information,2010,poster,"Mewhort, D. J. K."
406,https://mindmodeling.org/cogsci2010/papers/0407/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Cross-Cultural Study of Change Blindness in Turkish and American Students,2010,poster,"Terziyan, Treysi"
406,https://mindmodeling.org/cogsci2010/papers/0407/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Cross-Cultural Study of Change Blindness in Turkish and American Students,2010,poster,"Gilkey, Joan"
407,https://mindmodeling.org/cogsci2010/papers/0408/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Analogical Mapping Through Visual Abstraction,2010,poster,"Davies, Jim"
407,https://mindmodeling.org/cogsci2010/papers/0408/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Analogical Mapping Through Visual Abstraction,2010,poster,"Yaner, Patrick"
408,https://mindmodeling.org/cogsci2010/papers/0409/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Bottom-Up Parsing Model of Local Coherence Effects,2010,poster,"Morgan, Emily"
408,https://mindmodeling.org/cogsci2010/papers/0409/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Bottom-Up Parsing Model of Local Coherence Effects,2010,poster,"Keller, Frank"
408,https://mindmodeling.org/cogsci2010/papers/0409/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Bottom-Up Parsing Model of Local Coherence Effects,2010,poster,"Steedman, Mark"
409,https://mindmodeling.org/cogsci2010/papers/0410/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Heuristics for Choosing Features to Represent Stimuli,2010,poster,"Zeigenfuse, Matthew"
409,https://mindmodeling.org/cogsci2010/papers/0410/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Heuristics for Choosing Features to Represent Stimuli,2010,poster,"Lee, Michael"
410,https://mindmodeling.org/cogsci2010/papers/0411/index.html,"Poster Session 2 (18:30, Fri Aug 13)",When Two Plus Two Does Not Equal Four:  Event-Related Potential Responses to Semantically Incongrous Arithmetic Word Problems,2010,poster,"Fisher, Kristie"
410,https://mindmodeling.org/cogsci2010/papers/0411/index.html,"Poster Session 2 (18:30, Fri Aug 13)",When Two Plus Two Does Not Equal Four:  Event-Related Potential Responses to Semantically Incongrous Arithmetic Word Problems,2010,poster,"Bassok, Miriam"
410,https://mindmodeling.org/cogsci2010/papers/0411/index.html,"Poster Session 2 (18:30, Fri Aug 13)",When Two Plus Two Does Not Equal Four:  Event-Related Potential Responses to Semantically Incongrous Arithmetic Word Problems,2010,poster,"Osterhout, Lee"
411,https://mindmodeling.org/cogsci2010/papers/0412/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Simplifying the Mapping from Referring Expression to Referent in a Conceptual Semantics of Reference,2010,poster,"Ball, Jerry"
412,https://mindmodeling.org/cogsci2010/papers/0413/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Toward a Functional Model of Human Language Processing,2010,poster,"Ball, Jerry"
412,https://mindmodeling.org/cogsci2010/papers/0413/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Toward a Functional Model of Human Language Processing,2010,poster,"Freiman, Mary"
412,https://mindmodeling.org/cogsci2010/papers/0413/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Toward a Functional Model of Human Language Processing,2010,poster,"Rodgers, Stuart"
412,https://mindmodeling.org/cogsci2010/papers/0413/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Toward a Functional Model of Human Language Processing,2010,poster,"Myers, Christopher"
413,https://mindmodeling.org/cogsci2010/papers/0414/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Linking Learning to Looking: Habituation and Association in Infant Statistical Language Learning,2010,poster,"Yurovsky, Daniel"
413,https://mindmodeling.org/cogsci2010/papers/0414/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Linking Learning to Looking: Habituation and Association in Infant Statistical Language Learning,2010,poster,"Hidaka, Shohei"
413,https://mindmodeling.org/cogsci2010/papers/0414/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Linking Learning to Looking: Habituation and Association in Infant Statistical Language Learning,2010,poster,"Yu, Chen"
413,https://mindmodeling.org/cogsci2010/papers/0414/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Linking Learning to Looking: Habituation and Association in Infant Statistical Language Learning,2010,poster,"Smith, Linda"
414,https://mindmodeling.org/cogsci2010/papers/0415/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Simultaneous Cross-situational Learning of Category and Object Names,2010,poster,"Gangwani, Tarun"
414,https://mindmodeling.org/cogsci2010/papers/0415/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Simultaneous Cross-situational Learning of Category and Object Names,2010,poster,"Kachergis, George"
414,https://mindmodeling.org/cogsci2010/papers/0415/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Simultaneous Cross-situational Learning of Category and Object Names,2010,poster,"Yu, Chen"
415,https://mindmodeling.org/cogsci2010/papers/0416/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Extending Beyond Space,2010,poster,"Breaux, Brooke"
415,https://mindmodeling.org/cogsci2010/papers/0416/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Extending Beyond Space,2010,poster,"Feist, Michele"
416,https://mindmodeling.org/cogsci2010/papers/0417/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A computational model of cognitive interference without neural inhibitory mechanisms,2010,poster,"Thill, Serge"
416,https://mindmodeling.org/cogsci2010/papers/0417/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A computational model of cognitive interference without neural inhibitory mechanisms,2010,poster,"Lowe, Robert"
417,https://mindmodeling.org/cogsci2010/papers/0418/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Phonetic training makes word learning easier,2010,poster,"Perfors, Amy"
417,https://mindmodeling.org/cogsci2010/papers/0418/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Phonetic training makes word learning easier,2010,poster,"Dunbar, David"
418,https://mindmodeling.org/cogsci2010/papers/0419/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Influence of Within-Category Structure on Stimulus Similarity and Stimulus Generalization,2010,poster,"Close, James"
418,https://mindmodeling.org/cogsci2010/papers/0419/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Influence of Within-Category Structure on Stimulus Similarity and Stimulus Generalization,2010,poster,"Hahn, Ulrike"
418,https://mindmodeling.org/cogsci2010/papers/0419/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Influence of Within-Category Structure on Stimulus Similarity and Stimulus Generalization,2010,poster,"Honey, Robert"
419,https://mindmodeling.org/cogsci2010/papers/0420/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Conservatism in Belief Revision and Participant Skepticism,2010,poster,"Corner, Adam"
419,https://mindmodeling.org/cogsci2010/papers/0420/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Conservatism in Belief Revision and Participant Skepticism,2010,poster,"Harris, Adam"
419,https://mindmodeling.org/cogsci2010/papers/0420/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Conservatism in Belief Revision and Participant Skepticism,2010,poster,"Hahn, Ulrike"
420,https://mindmodeling.org/cogsci2010/papers/0421/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Game Lies in the Eye of the Beholder: The Influence of Expertise on Watching Soccer,2010,poster,"Smuc, Michael"
420,https://mindmodeling.org/cogsci2010/papers/0421/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Game Lies in the Eye of the Beholder: The Influence of Expertise on Watching Soccer,2010,poster,"Mayr, Eva"
420,https://mindmodeling.org/cogsci2010/papers/0421/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Game Lies in the Eye of the Beholder: The Influence of Expertise on Watching Soccer,2010,poster,"Windhager, Florian"
421,https://mindmodeling.org/cogsci2010/papers/0422/index.html,"Poster Session 2 (18:30, Fri Aug 13)",When Robot Gaze Helps Human Listeners: Attentional versus Intentional Account,2010,poster,"Staudte, Maria"
421,https://mindmodeling.org/cogsci2010/papers/0422/index.html,"Poster Session 2 (18:30, Fri Aug 13)",When Robot Gaze Helps Human Listeners: Attentional versus Intentional Account,2010,poster,"Crocker, Matthew"
422,https://mindmodeling.org/cogsci2010/papers/0423/index.html,"Poster Session 2 (18:30, Fri Aug 13)","How Action Understanding can be Rational, Bayesian and Tractable",2010,poster,"Blokpoel, Mark"
422,https://mindmodeling.org/cogsci2010/papers/0423/index.html,"Poster Session 2 (18:30, Fri Aug 13)","How Action Understanding can be Rational, Bayesian and Tractable",2010,poster,"Kwisthout, Johan"
422,https://mindmodeling.org/cogsci2010/papers/0423/index.html,"Poster Session 2 (18:30, Fri Aug 13)","How Action Understanding can be Rational, Bayesian and Tractable",2010,poster,"van der Weide, Theo P."
422,https://mindmodeling.org/cogsci2010/papers/0423/index.html,"Poster Session 2 (18:30, Fri Aug 13)","How Action Understanding can be Rational, Bayesian and Tractable",2010,poster,"van Rooij, Iris"
423,https://mindmodeling.org/cogsci2010/papers/0424/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Facilitating Low-Achieving Students Diagram Use in Algebraic Story Problems,2010,poster,"Booth, Julie"
423,https://mindmodeling.org/cogsci2010/papers/0424/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Facilitating Low-Achieving Students Diagram Use in Algebraic Story Problems,2010,poster,"Koedinger, Kenneth"
424,https://mindmodeling.org/cogsci2010/papers/0425/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Why do four- year- olds show poor cross-modal transfer between haptic and vision?,2010,poster,"Kalagher, Hilary"
424,https://mindmodeling.org/cogsci2010/papers/0425/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Why do four- year- olds show poor cross-modal transfer between haptic and vision?,2010,poster,"Jones, Susan"
425,https://mindmodeling.org/cogsci2010/papers/0426/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Collaborative Sensemaking in the Blogosphere,2010,poster,"Alterman, Richard"
425,https://mindmodeling.org/cogsci2010/papers/0426/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Collaborative Sensemaking in the Blogosphere,2010,poster,"Larusson, Johann"
426,https://mindmodeling.org/cogsci2010/papers/0427/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Inflectional Suffix Priming in Czech Verbs and Nouns,2010,poster,"Smolík, Filip"
427,https://mindmodeling.org/cogsci2010/papers/0428/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Restructuring Causal Concepts,2010,poster,"Taylor, Eric"
428,https://mindmodeling.org/cogsci2010/papers/0429/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Analysis of the Variability of Three-Dimensional  Spatial Relations in Visual Short-Term Memory,2010,poster,"Winkelholz, Carsten"
428,https://mindmodeling.org/cogsci2010/papers/0429/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Analysis of the Variability of Three-Dimensional  Spatial Relations in Visual Short-Term Memory,2010,poster,"Kleiber, Michael"
428,https://mindmodeling.org/cogsci2010/papers/0429/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Analysis of the Variability of Three-Dimensional  Spatial Relations in Visual Short-Term Memory,2010,poster,"Schlick, Christopher Marc"
429,https://mindmodeling.org/cogsci2010/papers/0430/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Spatial Factors in Social and Asocial Learning,2010,poster,"Metz, Alex"
429,https://mindmodeling.org/cogsci2010/papers/0430/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Spatial Factors in Social and Asocial Learning,2010,poster,"Shultz, Thomas"
430,https://mindmodeling.org/cogsci2010/papers/0431/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Taking a Look (Literally!) at the Ravens Intelligence Test:  Two Visual Solution Strategies,2010,poster,"Kunda, Maithilee"
430,https://mindmodeling.org/cogsci2010/papers/0431/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Taking a Look (Literally!) at the Ravens Intelligence Test:  Two Visual Solution Strategies,2010,poster,"McGreggor, Keith"
430,https://mindmodeling.org/cogsci2010/papers/0431/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Taking a Look (Literally!) at the Ravens Intelligence Test:  Two Visual Solution Strategies,2010,poster,"Goel, Ashok"
431,https://mindmodeling.org/cogsci2010/papers/0432/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Dice are Cast: The Role of Intended versus Actual Contributions in Responsibility Attribution,2010,poster,"Gerstenberg, Tobias"
431,https://mindmodeling.org/cogsci2010/papers/0432/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Dice are Cast: The Role of Intended versus Actual Contributions in Responsibility Attribution,2010,poster,"Lagnado, David"
431,https://mindmodeling.org/cogsci2010/papers/0432/index.html,"Poster Session 2 (18:30, Fri Aug 13)",The Dice are Cast: The Role of Intended versus Actual Contributions in Responsibility Attribution,2010,poster,"Kareev, Yaakov"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Jarodzka, Halszka"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Balslev, Thomas"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Holmqvist, Kenneth"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Nyström, Marcus"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Scheiter, Katharina"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Gerjets, Peter"
432,https://mindmodeling.org/cogsci2010/papers/0433/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning perceptual aspects of diagnosis in medicine via eye movement modeling examples on patient video cases,2010,poster,"Eika, Berit"
433,https://mindmodeling.org/cogsci2010/papers/0434/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Structure Awareness in Action-Outcome Learning Eradicates the Detrimental Effect of Reinforcement Delays,2010,poster,"Greville, William"
433,https://mindmodeling.org/cogsci2010/papers/0434/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Structure Awareness in Action-Outcome Learning Eradicates the Detrimental Effect of Reinforcement Delays,2010,poster,"Cassar, Adam"
433,https://mindmodeling.org/cogsci2010/papers/0434/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Structure Awareness in Action-Outcome Learning Eradicates the Detrimental Effect of Reinforcement Delays,2010,poster,"Johansen, Mark"
433,https://mindmodeling.org/cogsci2010/papers/0434/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Structure Awareness in Action-Outcome Learning Eradicates the Detrimental Effect of Reinforcement Delays,2010,poster,"Buehner, Marc"
434,https://mindmodeling.org/cogsci2010/papers/0435/index.html,"Poster Session 2 (18:30, Fri Aug 13)",More than One Kind of Probability Matching: Evidence from a Dual-Task Paradigm,2010,poster,"Otto, A. Ross"
434,https://mindmodeling.org/cogsci2010/papers/0435/index.html,"Poster Session 2 (18:30, Fri Aug 13)",More than One Kind of Probability Matching: Evidence from a Dual-Task Paradigm,2010,poster,"Markman, Arthur B."
434,https://mindmodeling.org/cogsci2010/papers/0435/index.html,"Poster Session 2 (18:30, Fri Aug 13)",More than One Kind of Probability Matching: Evidence from a Dual-Task Paradigm,2010,poster,"Taylor, Eric"
435,https://mindmodeling.org/cogsci2010/papers/0436/index.html,"Poster Session 2 (18:30, Fri Aug 13)","Probabilistic language acquisition: Theoretical, computational, and experimental analysis",2010,poster,"Hsu, Anne"
435,https://mindmodeling.org/cogsci2010/papers/0436/index.html,"Poster Session 2 (18:30, Fri Aug 13)","Probabilistic language acquisition: Theoretical, computational, and experimental analysis",2010,poster,"Chater, Nick"
436,https://mindmodeling.org/cogsci2010/papers/0437/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning concepts from sketches via analogical generalization and near-misses,2010,poster,"McLure, Matthew D."
436,https://mindmodeling.org/cogsci2010/papers/0437/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning concepts from sketches via analogical generalization and near-misses,2010,poster,"Friedman, Scott"
436,https://mindmodeling.org/cogsci2010/papers/0437/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Learning concepts from sketches via analogical generalization and near-misses,2010,poster,"Forbus, Kenneth"
437,https://mindmodeling.org/cogsci2010/papers/0438/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Inferring Multitasking Breakpoints from Single-Task Data,2010,poster,"Bogunovich, Peter"
437,https://mindmodeling.org/cogsci2010/papers/0438/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Inferring Multitasking Breakpoints from Single-Task Data,2010,poster,"Salvucci, Dario"
438,https://mindmodeling.org/cogsci2010/papers/0439/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Comparing Human-Human to Human-Computer Tutorial,2010,poster,"Steinhauser, Natalie"
438,https://mindmodeling.org/cogsci2010/papers/0439/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Comparing Human-Human to Human-Computer Tutorial,2010,poster,"Campbell, Gwendolyn"
438,https://mindmodeling.org/cogsci2010/papers/0439/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Comparing Human-Human to Human-Computer Tutorial,2010,poster,"Harrison, Katherine"
438,https://mindmodeling.org/cogsci2010/papers/0439/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Comparing Human-Human to Human-Computer Tutorial,2010,poster,"Taylor, Leanne"
438,https://mindmodeling.org/cogsci2010/papers/0439/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Comparing Human-Human to Human-Computer Tutorial,2010,poster,"Dzikovska, Myroslava"
438,https://mindmodeling.org/cogsci2010/papers/0439/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Comparing Human-Human to Human-Computer Tutorial,2010,poster,"Moore, Johanna"
439,https://mindmodeling.org/cogsci2010/papers/0440/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Perceptually Grounded Word Meaning Acquisition: A Computational Model,2010,poster,"Gläser, Claudius"
439,https://mindmodeling.org/cogsci2010/papers/0440/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Perceptually Grounded Word Meaning Acquisition: A Computational Model,2010,poster,"Joublin, Frank"
440,https://mindmodeling.org/cogsci2010/papers/0441/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Motivationally Based Computational Interpretation of Social Anxiety Induced Stereotype Bias,2010,poster,"Wilson, Nicholas"
440,https://mindmodeling.org/cogsci2010/papers/0441/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Motivationally Based Computational Interpretation of Social Anxiety Induced Stereotype Bias,2010,poster,"Sun, Ron"
440,https://mindmodeling.org/cogsci2010/papers/0441/index.html,"Poster Session 2 (18:30, Fri Aug 13)",A Motivationally Based Computational Interpretation of Social Anxiety Induced Stereotype Bias,2010,poster,"Mathews, Robert"
441,https://mindmodeling.org/cogsci2010/papers/0442/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Cultural Network Analysis: Mapping Cultural Theories of Mind,2010,poster,"Sieck, Winston"
441,https://mindmodeling.org/cogsci2010/papers/0442/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Cultural Network Analysis: Mapping Cultural Theories of Mind,2010,poster,"Rasmussen, Louise"
442,https://mindmodeling.org/cogsci2010/papers/0443/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Some Attention Learning Biases in Adaptive Network Models of Categorization,2010,poster,"Matsuka, Toshihiko"
442,https://mindmodeling.org/cogsci2010/papers/0443/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Some Attention Learning Biases in Adaptive Network Models of Categorization,2010,poster,"Corter, James"
442,https://mindmodeling.org/cogsci2010/papers/0443/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Some Attention Learning Biases in Adaptive Network Models of Categorization,2010,poster,"Markman, Arthur B."
443,https://mindmodeling.org/cogsci2010/papers/0444/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Investigating Insight Using Compound Remote Associate Problems,2010,poster,"Cranford, Edward"
443,https://mindmodeling.org/cogsci2010/papers/0444/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Investigating Insight Using Compound Remote Associate Problems,2010,poster,"Moss, Jarrod"
444,https://mindmodeling.org/cogsci2010/papers/0445/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Writing: The Process of Discovery,2010,poster,"Baaijen, Veerle"
444,https://mindmodeling.org/cogsci2010/papers/0445/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Writing: The Process of Discovery,2010,poster,"Galbraith, David"
444,https://mindmodeling.org/cogsci2010/papers/0445/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Writing: The Process of Discovery,2010,poster,"de Glopper, Kees"
445,https://mindmodeling.org/cogsci2010/papers/0446/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Number Representations and their Development: A Connectionist Model of Number Comparison,2010,poster,"Lewis, Mark"
445,https://mindmodeling.org/cogsci2010/papers/0446/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Number Representations and their Development: A Connectionist Model of Number Comparison,2010,poster,"Varma, Sashank"
446,https://mindmodeling.org/cogsci2010/papers/0447/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Causal stream location effects in preschoolers,2010,poster,"Buchanan, David"
446,https://mindmodeling.org/cogsci2010/papers/0447/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Causal stream location effects in preschoolers,2010,poster,"Sobel, David"
447,https://mindmodeling.org/cogsci2010/papers/0448/index.html,"Poster Session 2 (18:30, Fri Aug 13)","In What Sense is P(A|B) P(B) = P(A,B)? The Relationship between Distributional Format and Subjective Probability Estimates",2010,poster,"Bruza, Belinda"
447,https://mindmodeling.org/cogsci2010/papers/0448/index.html,"Poster Session 2 (18:30, Fri Aug 13)","In What Sense is P(A|B) P(B) = P(A,B)? The Relationship between Distributional Format and Subjective Probability Estimates",2010,poster,"Welsh, Matthew"
447,https://mindmodeling.org/cogsci2010/papers/0448/index.html,"Poster Session 2 (18:30, Fri Aug 13)","In What Sense is P(A|B) P(B) = P(A,B)? The Relationship between Distributional Format and Subjective Probability Estimates",2010,poster,"Navarro, Daniel"
447,https://mindmodeling.org/cogsci2010/papers/0448/index.html,"Poster Session 2 (18:30, Fri Aug 13)","In What Sense is P(A|B) P(B) = P(A,B)? The Relationship between Distributional Format and Subjective Probability Estimates",2010,poster,"Begg, Stephen"
448,https://mindmodeling.org/cogsci2010/papers/0449/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Of parrots and parsimony: reconsidering Morgan's canon,2010,poster,"Welsh, Matthew"
449,https://mindmodeling.org/cogsci2010/papers/0450/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Socially induced motor plasticity affects language comprehension,2010,poster,"Havas, David"
449,https://mindmodeling.org/cogsci2010/papers/0450/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Socially induced motor plasticity affects language comprehension,2010,poster,"Jenvey, Julia"
449,https://mindmodeling.org/cogsci2010/papers/0450/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Socially induced motor plasticity affects language comprehension,2010,poster,"Shilling, Hayley"
449,https://mindmodeling.org/cogsci2010/papers/0450/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Socially induced motor plasticity affects language comprehension,2010,poster,"Nathan, Mitchell"
450,https://mindmodeling.org/cogsci2010/papers/0451/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Considering the Source: Preschoolers (and Adults) Use Talker Acoustics Predictively and Flexibly in On-Line Sentence Processing,2010,poster,"Creel, Sarah"
451,https://mindmodeling.org/cogsci2010/papers/0452/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Hebbian learning for deciding optimally among many alternatives (almost),2010,poster,"Simen, Patrick"
451,https://mindmodeling.org/cogsci2010/papers/0452/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Hebbian learning for deciding optimally among many alternatives (almost),2010,poster,"McMillen, Tyler"
451,https://mindmodeling.org/cogsci2010/papers/0452/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Hebbian learning for deciding optimally among many alternatives (almost),2010,poster,"Behseta, Sam"
452,https://mindmodeling.org/cogsci2010/papers/0453/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Contributions of Prosodic and Distributional Features of Caregivers' Speech in Early Word Learning,2010,poster,"Vosoughi, Soroush"
452,https://mindmodeling.org/cogsci2010/papers/0453/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Contributions of Prosodic and Distributional Features of Caregivers' Speech in Early Word Learning,2010,poster,"Roy, Brandon"
452,https://mindmodeling.org/cogsci2010/papers/0453/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Contributions of Prosodic and Distributional Features of Caregivers' Speech in Early Word Learning,2010,poster,"Frank, Michael"
452,https://mindmodeling.org/cogsci2010/papers/0453/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Contributions of Prosodic and Distributional Features of Caregivers' Speech in Early Word Learning,2010,poster,"Roy, Deb"
453,https://mindmodeling.org/cogsci2010/papers/0454/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Concreteness and Relational Matching in Preschoolers,2010,poster,"Kaminski, Jennifer"
453,https://mindmodeling.org/cogsci2010/papers/0454/index.html,"Poster Session 2 (18:30, Fri Aug 13)",Concreteness and Relational Matching in Preschoolers,2010,poster,"Sloutsky, Vladimir"
